"ざんねん！……
あなたは、”ぜつめつ”してしまいました。

…………………。
わたしのちち”たいよう”には
　　　　　　　　ナイショですが……
よみがえらせてあげましょう！
でも、ｅｖｏ．ｐは　すこし
へってしまいます……。",155,"


I will revive you.
Please keep this a 
secret from my father,
the Sun.
Your EVO.P has been
reduced slightly.",148,"Oh no! You['v]e gone
ex[ti]nct!

>sigh< …


We[ll]… I guess, as [lo]ng
as my fa[#3031]r never [fi]nds
out…



I['ll] just rev[iv]e you![#10]





But… I['ll] have to reduce
your EP a [li][tt][le]. Sorry!




",169
"
おどろかせて、ごめんなさい…。

わたしの名は　”ガイア”
すべての”いのち”を　みまもり、あなたと
ともに、いきてゆくもの……。
これから、あなたは　時をちょうえつした
５億年ものながい”進化のたび”を
たいけんすることになるでしょう。
それは、よわねをはいたら　いきていけない
つよいもののみが　いきのこれる
”じゃくにく　きょうしょく”のせかい…。
けっして、”ぜつめつ”しないように、
いきぬいていってください。
なぜなら……
”進化のたび”の　ゴールである
”エデンのち”で、かならず　あなたに
あいたいからです……。

　　　　　　　がんばって！
",420,"I am sorry. I did
not mean to surprise
you.
My name is Gaia.
I am the one who
watches over all
life, including you.


You will journey
through many periods
of time on this
planet. A journey of 
change.

This is a world where
only the strong may 
survive. The laws are
governed by those of
the jungle.

Please try to survive!
I would like to see
you in a place called 

""Eden"".


This is your goal.


Please, do your best!
",456,,1
"
…………………………！？

からだのなかから、なにかが
かたりかけてくる！！

「進化は　じゅんちょうかい？
　しんぱいしないで！　ぼくは　きみの
　進化の　てだすけをするものだよ。
　”クリスタル”とでも　よんでおくれ。
　きみに進化のアドバイスをしてあげよう。

　アゴの進化は、かみつくカ
　どうたいの進化は、ぼうぎょカ
　ツノの進化は、ツノのこうげきカ
　て、あし、せびれ、おっぽの進化は、
　体カ、体あたりのカ、いどうスピードに
　えいきょうするんだ。
　でも、進化したために、
　べつの　のうりょくが　おとろえてしまう
　ことがあるので、ちゅういしてね！」",477,"


How are you
progressing?
Don't worry I will
help you evolve.
You may call me 
crystal.
I will give you advice
on how to evolve.

Evolving your jaws 
will increase your
biting strength.
Evolving your body
will increase your
defensive power.
Evolving your horns
will increase your
attack power.
Evolving your hands,
feet and dorsal fin
as well as your tail,
will increase your
Hit Point level,
agility and strength.
Be careful, evolving
one part of your body
may decrease another
part.

",552,"Some[#3233]ng speaks from
[in][si]de your body!




“Ev[ol]u[ti]on go[in]g okay?
 No worr[ie]s! I['ll] be
 your ev[ol]u[ti]on h[el]per!
 Just ca[ll] me ‘Cryst[al][.’]
 Here are some h[el]pf[ul]
 [ti]ps!
 Be[tt]er jaw[#dadb]
   Stronger b[it]e!
 Be[tt]er body[#dadb]
   More defense!
 Grow a horn[#dadb]
   Horn strike power!
 Also! Ev[ol]v[in]g your
 hands, feet, and ta[il]
 w[ill] affect your he[al]th,
 body s[la]m a[tt]ack, and
 movement speed.

 But improv[in]g one
 ab[ili]ty might weaken
 some[#3233]ng [el]se. So
 ev[ol]ve carefu[ll]y!”


",480
"あなたのことを　ウワサしているこえが
きこえてくる。　しかし、だれが
しゃべっているのかは　わからない……。
「おや？　このげんしてきな　せいぶつは
　ほかの　せいぶつとは　すこしようすが
　ちがっているようだな……。」
「もしかしたら、
　すばらしい　進化を　とげるかも
　しれないなあ……。」",253,"Voices are heard 
speaking but you
do not know from
where.


""Hmm, this small fish
looks different from
the others....""
""This creature may
evolve wonderfully.""
",173,,1
"「そこの、おさかなさん！　その、あかい
　クリスタルをたべてごらん。　ふしぎな
　進化をするよ…。」",72,"""Hi there fish!"" 
""Try eating a red
crystal. You may 
evolve into a strange
creature.""
",94,"“Excuse me, f[is]h?
 Cou[ld] you p[le]ase see
 what happens [if] you
 eat [#3637]t red cryst[al]?


 It cou[ld] do wonders
 for your ev[ol]u[ti]on[!”]




",128
"
”すいりゅうのカベ”が　できている。
",37,"There is a wall of 
bubbles.
",33,"Strong water currents
prevent you from
[le]av[in]g.



",47
"かざんばくはつのショックで
”すいりゅうのカベ”が　なくなった！
",61,"The wall of bubbles has
disappeared because
of the explosion from
the volcano.

",87,"The water currents
d[is][si]pate after [#3031]
v[ol]canic erup[ti]on.



",57
"ナマコたちの　うわさばなしがきこえる。
「アンコウのつの　って　そのひかりで
　テキを　ひきつけるんだって！スゴイ！」
「それはそうと、３つめの　かざんのうみを
　こえると　もう　このうみに　もどれなく
　なるらしいよ。なんでも…
　あたらしいせかいに、さかなをみちびく
　ための、ガイアさまの
　けいかくらしいんだって！」
「ふーん……。あたらしいせかい　かあ。
　ぼくらは、このうみで　まんぞくさ！
　ナマ、ナマーーッ！！」",368,"Rumors circulate 
among the cucumbers.

""The Angler's horn
attracts enemies
because of it's great
light!""
""They say we can't 
return here if we
cross the third 
volcano in the sea.

It is Gaia's plan to
lead the fish to a 
new world.""

""Hmm... A new world.""
",277,"The sea cucumbers are
babb[li]ng exc[it]ed[ly].




“Some f[is]h use an
‘Ang[le]r['s] [la]ntern’ to
 make a big [li]ght [#3637]t
 a[tt]racts food! It['s]
 a-maaa-z[in]g[!”]

“So,I hear [#3637]t anyone
 who swims past [#3637]t
 t[hi]rd v[ol]cano never
 comes back!


 I wonder [if] [it]['s] to do
 w[it]h [#3637]t ‘New Wor[ld]’
 p[la]ce where Lady Gaia
 wants to [le]ad [#3031] f[is]h[?”]


“Ahh… ‘New Wor[ld][,’] eh?

 We[ll], [#3233]s sea [is] qu[it]e
 enough wor[ld] for us!

 >cuke< >cuke<”",388
"かいそう　たちの
ヒソヒソばなしが、きこえる。

かいそうA
「ぼくらのなかまの、ストロマトライトくん
　たちが、”サンソ”というもので
　”あたらしいせかい”を　つくろうと
　しているんだけど…………
　クラドセラケという　らんぼうものたちが
　じゃまをして、
　こまっているそうだよ……。」
",228,"


Seaweed A:
""Friends, the
Strolites are trying
to create a new world 
using oxygen.

They are having 
trouble because the
Kuraselaches keep
interfering with
them.""
",216,"You hear some[#3233]ng [in]
[#3031] w[hi]spers of [#3031]
seagrass.



“…our Stromat[ol][it]e [al][li]es
 are try[in]g to create a
‘New Wor[ld]’w[it]h somet[hi]ng
 c[al][le]d ‘oxygen[.’]


 However…
 I'm worr[ie]d [#3435]se
 C[la]dose[la]che hoo[li]gans
 w[ill] make troub[le]…”


",226
"　　　　”進化のアドバイス”
ようこそ！　両せい類のせかいへ！
さて、さて、
おっぽの進化が、ジャンプカ、体カに
えいきょうするようになりましたよ！
",105,"""EVO tip.""
Welcome to the world
of Amphibians!
If you evolve your
tail, you will
increase your jumping
ability and your HP.

",135,"W[el]come to [#3031] wor[ld] of
amp[hi]bians! Time for
ano[#3031]r h[el]pf[ul] [ti]p!



We[ll], we[ll]! It [lo]oks [li]ke
your new ta[il] w[ill] make
you be[tt]er at jump[in]g,
and improve your HP,
too!

",170
